strategy,instrument,cagr,total_return,final_value,max_dd,sharpe,calmar,win_rate,total_trades,avg_win,avg_loss,profit_factor,avg_duration,expectancy,years,gross_cagr,cagr_drag,total_costs,total_stt,total_dp,total_stamp,total_txn,total_gst,avg_cost_pct,bull_trades,bull_wr,bull_avg_pnl,bear_trades,bear_wr,bear_avg_pnl,sideways_trades,sideways_wr,sideways_avg_pnl
ADX Breakout,Reliance,0.27,5.93,105932.0,28.5,0.07,0.01,32.5,40,6.17,-2.53,1.08,12.0,0.3,21.4,0.67,0.41,9573.0,8065.0,614.0,604.0,240.0,43.0,0.238,36,30.6,0.26,0,0.0,0.0,4,50.0,0.62
Bollinger Band Bounce,HDFC Bank,0.27,5.94,105935.0,21.18,0.07,0.01,58.2,55,3.43,-4.31,1.07,10.0,0.19,21.5,0.77,0.5,12044.0,10082.0,844.0,755.0,299.0,54.0,0.24,53,60.4,0.36,0,0.0,0.0,2,0.0,-4.3
52-Week High Breakout,HDFC Bank,0.23,4.98,104981.0,32.6,0.07,0.01,41.9,31,7.67,-4.73,1.06,57.0,0.47,21.5,0.55,0.32,7396.0,6229.0,476.0,466.0,185.0,33.0,0.239,31,41.9,0.47,0,0.0,0.0,0,0.0,0.0
RSI Oversold Bounce,Bharti Airtel,0.24,5.3,105302.0,32.06,0.07,0.01,46.9,32,6.75,-5.3,1.06,21.0,0.35,21.4,0.55,0.31,7169.0,6012.0,491.0,450.0,179.0,32.0,0.239,32,46.9,0.35,0,0.0,0.0,0,0.0,0.0
MACD Trend,Bajaj Finance,0.08,1.75,101746.0,47.08,0.07,0.0,33.0,112,6.26,-2.87,1.01,11.0,0.15,21.4,1.37,1.28,32014.0,27270.0,1718.0,2043.0,810.0,146.0,0.236,94,35.1,0.41,5,0.0,-1.52,13,30.8,-1.13
Bollinger Band Bounce,Bajaj Finance,0.25,5.52,105521.0,29.04,0.07,0.01,44.9,49,5.85,-4.31,1.05,10.0,0.25,21.4,0.69,0.44,10353.0,8643.0,752.0,647.0,257.0,46.0,0.24,47,44.7,0.26,0,0.0,0.0,2,50.0,0.12
52-Week High Breakout,Power Grid,0.16,2.83,102835.0,33.92,0.07,0.0,29.2,24,10.57,-3.64,1.05,44.0,0.5,17.7,0.45,0.29,5348.0,4482.0,368.0,336.0,133.0,24.0,0.24,24,29.2,0.5,0,0.0,0.0,0,0.0,0.0
Triple MA Momentum,Britannia,0.24,5.24,105245.0,18.92,0.07,0.01,27.8,18,10.84,-3.46,1.11,15.0,0.51,21.5,0.43,0.19,4368.0,3684.0,276.0,276.0,109.0,20.0,0.238,17,29.4,0.75,0,0.0,0.0,1,0.0,-3.55
Triple MA Momentum,Adani Ports,0.22,3.96,103962.0,17.32,0.07,0.01,33.3,15,5.46,-2.17,1.18,13.0,0.37,17.5,0.41,0.19,3475.0,2921.0,230.0,219.0,87.0,16.0,0.239,15,33.3,0.37,0,0.0,0.0,0,0.0,0.0
Golden Cross,Shree Cement,0.23,4.96,104965.0,21.64,0.07,0.01,45.5,11,8.41,-5.62,1.16,53.0,0.75,21.4,0.33,0.1,2341.0,1956.0,169.0,146.0,58.0,10.0,0.241,11,45.5,0.75,0,0.0,0.0,0,0.0,0.0
MACD Trend,TCS,-0.0,-0.05,99948.0,40.02,0.06,-0.0,40.4,109,4.76,-3.01,1.0,15.0,0.12,21.5,0.94,0.94,22259.0,18531.0,1672.0,1388.0,550.0,99.0,0.241,85,44.7,0.5,10,20.0,-1.56,14,28.6,-0.98
BB Squeeze Breakout,Infosys,-0.15,-3.12,96878.0,41.02,0.06,-0.0,32.5,114,7.74,-3.48,0.99,21.0,0.16,21.5,0.85,1.0,23097.0,19216.0,1749.0,1440.0,571.0,103.0,0.241,72,31.9,0.0,30,23.3,-1.65,12,58.3,5.62
Golden Cross,Nestle,0.17,2.86,102857.0,18.24,0.06,0.01,40.0,5,7.99,-4.05,1.22,128.0,0.77,16.2,0.25,0.07,1228.0,1037.0,77.0,77.0,31.0,6.0,0.238,5,40.0,0.77,0,0.0,0.0,0,0.0,0.0
Trend + RSI Pullback,NTPC,0.18,3.74,103737.0,33.7,0.06,0.01,34.5,29,5.87,-2.73,1.07,9.0,0.24,20.6,0.49,0.31,6893.0,5804.0,445.0,435.0,172.0,31.0,0.238,27,33.3,0.2,1,0.0,-2.91,1,100.0,4.35
Trend + RSI Pullback,Titan,0.16,3.39,103391.0,13.1,0.06,0.01,42.1,19,4.33,-2.7,1.12,10.0,0.26,21.5,0.35,0.19,4395.0,3694.0,291.0,276.0,110.0,20.0,0.239,16,43.8,-0.01,0,0.0,0.0,3,33.3,1.71
Triple MA Momentum,Sun Pharma,0.19,4.06,104060.0,21.42,0.06,0.01,36.8,19,6.4,-3.08,1.11,15.0,0.41,21.5,0.38,0.2,4437.0,3732.0,291.0,279.0,111.0,20.0,0.239,18,38.9,0.73,1,0.0,-5.3,0,0.0,0.0
BB Squeeze Breakout,Hero MotoCorp,-0.21,-4.35,95646.0,48.23,0.06,-0.0,31.9,113,8.3,-3.62,0.98,19.0,0.17,21.4,0.68,0.89,19994.0,16437.0,1733.0,1232.0,488.0,88.0,0.244,64,34.4,1.04,31,29.0,-1.58,18,27.8,0.12
Trend + RSI Pullback,Hero MotoCorp,0.14,2.96,102963.0,17.35,0.06,0.01,33.3,12,5.67,-2.26,1.18,12.0,0.38,21.4,0.25,0.11,2527.0,2109.0,184.0,158.0,63.0,11.0,0.24,11,27.3,0.11,0,0.0,0.0,1,100.0,3.36
Golden Cross,Bajaj Auto,0.19,4.11,104110.0,25.12,0.06,0.01,18.2,11,19.0,-3.23,1.16,70.0,0.81,21.5,0.28,0.1,2179.0,1810.0,169.0,135.0,54.0,10.0,0.242,11,18.2,0.81,0,0.0,0.0,0,0.0,0.0
52-Week High Breakout,Reliance,-0.04,-0.75,99250.0,28.88,0.05,-0.0,30.8,26,10.04,-4.1,0.99,43.0,0.25,21.4,0.24,0.28,6079.0,5112.0,399.0,383.0,152.0,27.0,0.238,26,30.8,0.25,0,0.0,0.0,0,0.0,0.0
52-Week High Breakout,HUL,0.03,0.55,100547.0,38.28,0.05,0.0,40.6,32,8.49,-5.24,1.01,48.0,0.34,21.5,0.35,0.32,7194.0,6034.0,491.0,452.0,179.0,32.0,0.239,32,40.6,0.34,0,0.0,0.0,0,0.0,0.0
Stochastic Reversal,Bharti Airtel,0.11,2.41,102409.0,12.03,0.05,0.01,43.3,30,1.91,-1.28,1.12,5.0,0.1,21.4,0.4,0.29,6527.0,5461.0,460.0,409.0,162.0,29.0,0.239,24,50.0,0.29,6,16.7,-0.65,0,0.0,0.0
BB Squeeze Breakout,Axis Bank,-0.59,-11.87,88130.0,51.44,0.05,-0.01,33.0,115,8.76,-4.13,0.97,18.0,0.13,21.4,0.79,1.38,30364.0,25743.0,1764.0,1929.0,765.0,138.0,0.237,81,34.6,0.12,18,5.6,-3.04,16,56.2,3.77
52-Week High Breakout,Nestle,0.01,0.21,100215.0,37.78,0.05,0.0,29.2,24,10.59,-3.9,1.0,56.0,0.33,16.2,0.31,0.3,4902.0,4081.0,368.0,306.0,121.0,22.0,0.241,24,29.2,0.33,0,0.0,0.0,0,0.0,0.0
Bollinger Band Bounce,ONGC,0.03,0.68,100676.0,25.95,0.05,0.0,50.0,44,4.56,-4.31,1.01,9.0,0.13,21.4,0.43,0.4,8966.0,7463.0,675.0,559.0,222.0,40.0,0.241,42,50.0,-0.04,0,0.0,0.0,2,50.0,3.69
Stochastic Reversal,ONGC,0.1,2.2,102204.0,11.9,0.05,0.01,43.5,23,2.88,-1.98,1.08,4.0,0.13,21.4,0.32,0.22,4950.0,4138.0,353.0,310.0,123.0,22.0,0.24,18,38.9,-0.61,2,50.0,2.73,3,66.7,2.84
Stochastic Reversal,NTPC,0.1,2.17,102168.0,14.0,0.05,0.01,37.5,24,2.35,-1.23,1.13,4.0,0.12,20.6,0.35,0.24,5217.0,4365.0,368.0,327.0,130.0,23.0,0.24,17,52.9,0.71,5,0.0,-1.62,2,0.0,-0.64
52-Week High Breakout,Tata Steel,-0.06,-1.21,98795.0,31.58,0.05,-0.0,41.4,29,7.03,-4.54,0.98,30.0,0.24,21.5,0.26,0.31,6866.0,5780.0,445.0,433.0,172.0,31.0,0.238,29,41.4,0.24,0,0.0,0.0,0,0.0,0.0
MACD Trend,Tata Consumer,-0.08,-1.8,98199.0,33.96,0.05,-0.0,39.8,93,4.41,-2.8,0.99,12.0,0.07,21.4,0.77,0.85,19597.0,16356.0,1427.0,1225.0,486.0,87.0,0.24,72,40.3,0.29,10,30.0,-0.84,11,45.5,-0.54
Golden Cross,HDFC Life,0.11,0.87,100866.0,8.99,0.05,0.01,50.0,4,4.81,-4.08,1.11,51.0,0.37,7.5,0.23,0.12,889.0,745.0,61.0,56.0,22.0,4.0,0.239,4,50.0,0.37,0,0.0,0.0,0,0.0,0.0
Golden Cross,TCS,0.09,1.95,101951.0,15.11,0.04,0.01,57.1,7,3.32,-3.61,1.19,65.0,0.35,21.5,0.16,0.07,1589.0,1334.0,107.0,100.0,40.0,7.0,0.239,7,57.1,0.35,0,0.0,0.0,0,0.0,0.0
Triple MA Momentum,TCS,0.08,1.8,101796.0,26.58,0.04,0.0,27.3,11,11.72,-3.84,1.05,27.0,0.4,21.5,0.21,0.13,2782.0,2352.0,169.0,176.0,70.0,13.0,0.237,10,30.0,0.97,0,0.0,0.0,1,0.0,-5.3
Trend + RSI Pullback,TCS,0.07,1.53,101530.0,10.91,0.04,0.01,37.5,16,5.65,-3.07,1.05,8.0,0.2,21.5,0.24,0.17,3803.0,3203.0,245.0,240.0,95.0,17.0,0.238,15,40.0,0.41,0,0.0,0.0,1,0.0,-2.99
Trend + RSI Pullback,SBI,0.08,1.74,101741.0,14.25,0.04,0.01,50.0,12,3.78,-3.23,1.1,9.0,0.27,21.4,0.2,0.12,2602.0,2176.0,184.0,163.0,65.0,12.0,0.24,12,50.0,0.27,0,0.0,0.0,0,0.0,0.0
Golden Cross,Axis Bank,0.07,1.46,101461.0,35.92,0.04,0.0,22.2,9,22.35,-5.28,1.04,48.0,0.86,21.4,0.17,0.1,2258.0,1908.0,138.0,143.0,57.0,10.0,0.238,9,22.2,0.86,0,0.0,0.0,0,0.0,0.0
Triple MA Momentum,Axis Bank,0.07,1.56,101565.0,13.93,0.04,0.01,38.5,13,4.81,-2.66,1.08,17.0,0.22,21.4,0.2,0.13,2861.0,2396.0,199.0,179.0,71.0,13.0,0.239,12,41.7,0.5,0,0.0,0.0,1,0.0,-3.21
Golden Cross,Wipro,0.06,1.22,101222.0,18.0,0.04,0.0,40.0,10,5.95,-3.54,1.06,40.0,0.26,21.5,0.17,0.11,2426.0,2046.0,153.0,153.0,61.0,11.0,0.238,8,50.0,1.29,0,0.0,0.0,2,0.0,-3.88
BB Squeeze Breakout,Wipro,-0.45,-9.23,90768.0,65.86,0.04,-0.01,29.6,115,9.11,-3.63,0.95,19.0,0.14,21.5,0.36,0.81,17263.0,13950.0,1764.0,1046.0,414.0,75.0,0.25,71,32.4,0.54,26,19.2,-1.77,18,33.3,1.3
Stochastic Reversal,UltraCemco,0.09,1.91,101914.0,19.35,0.04,0.0,38.9,36,2.5,-1.48,1.06,4.0,0.07,21.4,0.49,0.4,9047.0,7646.0,552.0,573.0,227.0,41.0,0.237,34,38.2,0.13,1,0.0,-3.12,1,100.0,1.16
Stochastic Reversal,M&M,0.09,1.91,101910.0,12.63,0.04,0.01,39.3,28,2.92,-1.71,1.07,4.0,0.11,21.4,0.37,0.29,6412.0,5385.0,430.0,403.0,160.0,29.0,0.239,24,37.5,-0.08,3,33.3,0.21,1,100.0,4.32
MACD Trend,Sun Pharma,-0.18,-3.86,96142.0,53.74,0.04,-0.0,38.9,95,5.27,-3.22,0.97,14.0,0.09,21.5,0.63,0.82,18339.0,15196.0,1457.0,1139.0,451.0,81.0,0.242,79,40.5,0.67,11,27.3,-2.98,5,40.0,-2.31
Stochastic Reversal,Bajaj Finserv,0.08,1.68,101678.0,10.72,0.04,0.01,41.9,31,3.24,-2.17,1.04,5.0,0.1,21.4,0.39,0.32,7112.0,5974.0,476.0,447.0,177.0,32.0,0.239,27,44.4,0.39,4,25.0,-1.86,0,0.0,0.0
Bollinger Band Bounce,Hero MotoCorp,0.06,1.27,101268.0,22.4,0.04,0.0,51.3,39,3.72,-3.69,1.02,12.0,0.11,21.4,0.4,0.35,7775.0,6460.0,598.0,484.0,192.0,35.0,0.241,38,52.6,0.13,0,0.0,0.0,1,0.0,-0.7
Stochastic Reversal,Hero MotoCorp,0.08,1.82,101821.0,14.04,0.04,0.01,33.3,42,2.57,-1.18,1.06,4.0,0.07,21.4,0.48,0.39,8920.0,7449.0,644.0,558.0,221.0,40.0,0.24,29,34.5,0.24,11,27.3,-0.26,2,50.0,-0.59
Trend + RSI Pullback,Tata Consumer,0.09,1.92,101917.0,11.33,0.04,0.01,40.0,10,5.42,-3.09,1.11,15.0,0.31,21.4,0.19,0.1,2195.0,1838.0,153.0,138.0,55.0,10.0,0.24,8,50.0,1.49,0,0.0,0.0,2,0.0,-4.38
RSI Oversold Bounce,Britannia,0.03,0.59,100587.0,30.92,0.04,0.0,48.6,37,5.95,-5.3,1.01,23.0,0.17,21.5,0.43,0.4,8987.0,7579.0,568.0,568.0,225.0,41.0,0.238,35,48.6,0.17,1,100.0,5.74,1,0.0,-5.3
BB Squeeze Breakout,Hindalco,-0.87,-17.11,82889.0,60.63,0.04,-0.01,30.1,123,10.67,-4.4,0.94,16.0,0.14,21.5,0.23,1.1,22197.0,18280.0,1887.0,1371.0,543.0,98.0,0.244,75,26.7,-0.25,25,40.0,2.23,23,30.4,-0.88
Triple MA Momentum,IndusInd Bank,0.06,1.36,101358.0,15.94,0.04,0.0,42.9,14,4.93,-3.3,1.05,19.0,0.23,21.4,0.2,0.14,3107.0,2603.0,215.0,195.0,77.0,14.0,0.239,13,38.5,0.11,0,0.0,0.0,1,100.0,1.72
Stochastic Reversal,Wipro,0.03,0.62,100622.0,15.56,0.03,0.0,37.1,35,3.18,-1.78,1.02,4.0,0.06,21.5,0.37,0.34,7507.0,6274.0,537.0,470.0,186.0,34.0,0.24,29,37.9,-0.04,3,0.0,-1.05,3,66.7,2.16
MACD Trend,Dr. Reddy's,-0.23,-4.91,95088.0,38.73,0.03,-0.01,33.0,100,5.49,-2.6,0.97,13.0,0.07,21.4,0.64,0.87,19577.0,16241.0,1534.0,1217.0,482.0,87.0,0.242,80,33.8,0.29,10,30.0,-1.0,10,30.0,-0.63
Golden Cross,SBI Life,-0.01,-0.1,99902.0,10.87,0.03,-0.0,33.3,3,9.92,-4.65,0.99,135.0,0.2,7.7,0.07,0.08,641.0,536.0,46.0,40.0,16.0,3.0,0.24,3,33.3,0.2,0,0.0,0.0,0,0.0,0.0
Trend + RSI Pullback,SBI Life,0.03,0.2,100199.0,14.3,0.03,0.0,14.3,7,17.03,-2.56,1.01,16.0,0.24,7.7,0.24,0.21,1654.0,1392.0,107.0,104.0,41.0,7.0,0.238,7,14.3,0.24,0,0.0,0.0,0,0.0,0.0
ADX Breakout,HUL,-0.13,-2.7,97299.0,30.35,0.02,-0.0,34.8,46,4.54,-2.38,0.96,11.0,0.03,21.5,0.36,0.48,10642.0,8944.0,706.0,670.0,266.0,48.0,0.238,45,33.3,-0.19,0,0.0,0.0,1,100.0,10.07
Golden Cross,SBI,-0.05,-1.03,98966.0,27.24,0.02,-0.0,30.0,10,14.49,-5.67,0.98,27.0,0.38,21.4,0.06,0.11,2419.0,2039.0,153.0,153.0,61.0,11.0,0.238,10,30.0,0.38,0,0.0,0.0,0,0.0,0.0
MACD Trend,Bharti Airtel,-0.47,-9.61,90386.0,31.01,0.02,-0.02,34.7,95,5.59,-2.96,0.94,12.0,0.01,21.4,0.45,0.92,19743.0,16459.0,1457.0,1234.0,489.0,88.0,0.24,73,34.2,-0.2,11,27.3,-0.21,11,45.5,1.61
ADX Breakout,L&T,-0.17,-3.64,96364.0,25.59,0.02,-0.01,34.1,44,5.59,-2.81,0.95,12.0,0.05,21.5,0.3,0.47,10214.0,8586.0,675.0,643.0,255.0,46.0,0.238,38,28.9,-0.38,0,0.0,0.0,6,66.7,2.82
Stochastic Reversal,Maruti,0.0,0.01,100008.0,9.02,0.02,0.0,28.1,32,3.59,-1.36,1.0,4.0,0.03,21.5,0.32,0.32,6998.0,5857.0,491.0,439.0,174.0,31.0,0.239,26,26.9,-0.08,1,100.0,0.32,5,20.0,0.54
Stochastic Reversal,Bajaj Finance,-0.01,-0.18,99818.0,19.85,0.02,-0.0,33.3,33,4.11,-1.98,1.0,4.0,0.05,21.4,0.32,0.33,7212.0,6036.0,506.0,452.0,179.0,32.0,0.239,20,45.0,0.46,10,10.0,-0.42,3,33.3,-1.08
BB Squeeze Breakout,NTPC,-0.79,-15.01,84988.0,54.3,0.02,-0.01,37.9,95,5.62,-3.47,0.91,21.0,-0.03,20.6,0.12,0.9,17418.0,14366.0,1457.0,1077.0,427.0,77.0,0.243,55,41.8,0.27,19,15.8,-2.16,21,47.6,1.13
ADX Breakout,M&M,-0.18,-3.81,96186.0,37.12,0.02,-0.0,25.0,44,9.65,-2.91,0.95,12.0,0.23,21.4,0.21,0.39,8326.0,6886.0,675.0,516.0,205.0,37.0,0.243,39,25.6,0.48,0,0.0,0.0,5,20.0,-1.68
Bollinger Band Bounce,Titan,-0.26,-5.41,94593.0,36.15,0.02,-0.01,46.6,58,4.97,-4.31,0.94,8.0,0.01,21.5,0.25,0.5,10823.0,8940.0,890.0,670.0,266.0,48.0,0.243,54,48.1,0.21,0,0.0,0.0,4,25.0,-2.69
52-Week High Breakout,Sun Pharma,-0.43,-8.76,91237.0,45.98,0.02,-0.01,37.8,37,8.7,-5.2,0.91,45.0,0.06,21.5,-0.08,0.34,7005.0,5794.0,568.0,435.0,172.0,31.0,0.242,37,37.8,0.06,0,0.0,0.0,0,0.0,0.0
Bollinger Band Bounce,Grasim,-0.16,-3.28,96719.0,26.35,0.02,-0.01,51.1,47,4.19,-4.31,0.96,9.0,0.03,21.4,0.27,0.43,9347.0,7764.0,721.0,582.0,231.0,42.0,0.241,47,51.1,0.03,0,0.0,0.0,0,0.0,0.0
Golden Cross,Hindalco,-0.08,-1.65,98352.0,29.51,0.02,-0.0,36.4,11,8.96,-4.85,0.95,27.0,0.17,21.5,0.05,0.12,2638.0,2222.0,169.0,167.0,66.0,12.0,0.238,9,44.4,1.57,0,0.0,0.0,2,0.0,-6.12
Bollinger Band Bounce,UPL,-0.14,-3.04,96957.0,36.72,0.02,-0.0,42.9,49,5.91,-4.31,0.97,10.0,0.07,21.4,0.35,0.49,10803.0,9047.0,752.0,678.0,269.0,48.0,0.239,47,44.7,0.26,0,0.0,0.0,2,0.0,-4.31
Triple MA Momentum,Shree Cement,-0.03,-0.68,99319.0,17.8,0.02,-0.0,31.6,19,5.27,-2.4,0.97,14.0,0.02,21.4,0.14,0.18,3836.0,3190.0,291.0,239.0,95.0,17.0,0.241,18,33.3,0.08,0,0.0,0.0,1,0.0,-1.04
Triple MA Momentum,ICICI Bank,-0.05,-1.07,98934.0,20.35,0.01,-0.0,33.3,12,6.94,-3.42,0.96,17.0,0.03,21.4,0.08,0.13,2724.0,2286.0,184.0,171.0,68.0,12.0,0.239,10,40.0,0.67,0,0.0,0.0,2,0.0,-3.15
Trend + RSI Pullback,HUL,-0.07,-1.44,98555.0,20.61,0.01,-0.0,35.3,17,5.82,-3.13,0.96,15.0,0.03,21.5,0.11,0.17,3765.0,3154.0,261.0,236.0,94.0,17.0,0.239,17,35.3,0.03,0,0.0,0.0,0,0.0,0.0
Stochastic Reversal,HCL Tech,-0.01,-0.26,99739.0,13.63,0.01,-0.0,34.8,23,2.76,-1.45,0.99,4.0,0.01,21.5,0.24,0.25,5435.0,4575.0,353.0,343.0,136.0,24.0,0.238,23,34.8,0.01,0,0.0,0.0,0,0.0,0.0
RSI Oversold Bounce,Adani Ent.,-0.3,-6.18,93824.0,34.52,0.01,-0.01,40.5,37,7.67,-5.11,0.94,11.0,0.07,21.5,0.1,0.39,8289.0,6950.0,568.0,521.0,206.0,37.0,0.239,31,35.5,-0.43,4,50.0,-1.31,2,100.0,10.54
BB Squeeze Breakout,BPCL,-1.08,-20.84,79163.0,56.54,0.01,-0.02,34.5,119,8.43,-4.37,0.91,16.0,0.04,21.4,-0.1,0.98,18635.0,15129.0,1825.0,1135.0,449.0,81.0,0.248,79,35.4,0.02,22,27.3,0.05,18,38.9,0.1
RSI Oversold Bounce,Tata Consumer,-0.23,-4.77,95230.0,28.99,0.01,-0.01,46.9,32,6.0,-5.3,0.94,22.0,-0.0,21.4,0.1,0.33,6964.0,5826.0,491.0,437.0,173.0,31.0,0.239,25,48.0,0.1,5,20.0,-2.46,2,100.0,4.86
BB Squeeze Breakout,Tata Consumer,-1.0,-19.4,80599.0,69.11,0.01,-0.01,33.3,114,8.21,-4.04,0.92,18.0,0.04,21.4,0.09,1.09,21328.0,17623.0,1749.0,1322.0,523.0,94.0,0.244,76,31.6,0.24,17,29.4,-1.08,21,42.9,0.24
52-Week High Breakout,Tata Consumer,-0.72,-14.28,85723.0,60.75,0.01,-0.01,33.3,39,11.0,-5.46,0.86,34.0,0.03,21.4,-0.38,0.34,6433.0,5251.0,598.0,394.0,156.0,28.0,0.246,37,32.4,-0.06,0,0.0,0.0,2,50.0,1.63
BB Squeeze Breakout,HDFC Life,-0.62,-4.57,95434.0,29.16,0.01,-0.02,34.3,35,6.72,-3.45,0.94,21.0,0.04,7.5,0.36,0.98,7296.0,6084.0,537.0,456.0,181.0,33.0,0.24,21,28.6,-1.23,9,22.2,-0.9,5,80.0,7.03
MACD Trend,Shree Cement,-0.42,-8.62,91381.0,41.64,0.01,-0.01,34.0,97,5.72,-2.97,0.96,10.0,-0.01,21.4,0.65,1.07,23428.0,19748.0,1488.0,1480.0,587.0,106.0,0.238,78,34.6,-0.2,7,14.3,-2.38,12,41.7,2.58
BB Squeeze Breakout,ICICI Bank,-1.28,-24.14,75860.0,51.65,0.0,-0.02,35.7,112,7.2,-4.09,0.91,18.0,-0.06,21.4,-0.0,1.28,24126.0,20168.0,1718.0,1513.0,599.0,108.0,0.24,86,37.2,-0.15,15,13.3,-4.24,11,54.5,6.37
Stochastic Reversal,Kotak Bank,-0.06,-1.32,98683.0,22.66,0.0,-0.0,28.6,35,4.2,-1.65,0.97,3.0,0.02,21.5,0.34,0.4,8768.0,7409.0,537.0,555.0,220.0,40.0,0.237,30,30.0,0.26,2,0.0,-2.39,3,33.3,-0.71
BB Squeeze Breakout,Kotak Bank,-1.34,-25.09,74907.0,42.38,-0.0,-0.03,33.3,120,7.94,-4.01,0.92,18.0,-0.03,21.5,0.08,1.42,26896.0,22552.0,1841.0,1691.0,670.0,121.0,0.239,81,34.6,0.4,13,15.4,-1.72,26,38.5,-0.51
52-Week High Breakout,Wipro,-0.55,-11.17,88831.0,36.89,0.0,-0.01,32.3,31,9.88,-4.82,0.87,35.0,-0.08,21.5,-0.25,0.3,5929.0,4908.0,476.0,369.0,146.0,26.0,0.242,31,32.3,-0.08,0,0.0,0.0,0,0.0,0.0
RSI Oversold Bounce,JSW Steel,-0.46,-9.51,90488.0,34.11,0.0,-0.01,40.9,44,7.62,-5.31,0.92,16.0,-0.02,21.5,-0.04,0.42,8632.0,7162.0,675.0,537.0,213.0,38.0,0.241,43,41.9,0.1,1,0.0,-5.31,0,0.0,0.0
Triple MA Momentum,Bajaj Finserv,-0.04,-0.88,99117.0,15.17,-0.0,-0.0,16.7,6,12.01,-2.42,0.93,12.0,-0.02,21.4,0.02,0.07,1419.0,1194.0,92.0,90.0,35.0,6.0,0.238,6,16.7,-0.02,0,0.0,0.0,0,0.0,0.0
RSI Oversold Bounce,Divi's Lab,-0.27,-5.59,94412.0,32.22,0.0,-0.01,45.5,33,6.36,-5.3,0.94,17.0,0.0,21.5,0.11,0.38,8080.0,6817.0,506.0,511.0,202.0,36.0,0.237,30,46.7,-0.16,2,50.0,5.1,1,0.0,-5.3
Triple MA Momentum,Tata Consumer,-0.14,-3.01,96991.0,12.28,-0.0,-0.01,46.2,13,2.37,-2.41,0.81,15.0,-0.21,21.4,-0.01,0.14,2885.0,2417.0,199.0,181.0,72.0,13.0,0.239,11,45.5,-0.63,0,0.0,0.0,2,50.0,2.14
Trend + RSI Pullback,Britannia,-0.06,-1.19,98813.0,10.54,-0.0,-0.01,37.5,16,5.67,-3.36,0.96,9.0,0.02,21.5,0.1,0.16,3460.0,2893.0,245.0,217.0,86.0,15.0,0.239,15,40.0,0.16,0,0.0,0.0,1,0.0,-2.01
ADX Breakout,IndusInd Bank,-0.27,-5.6,94399.0,24.64,0.0,-0.01,39.1,46,4.03,-2.66,0.92,12.0,-0.04,21.4,0.2,0.46,9880.0,8258.0,706.0,619.0,245.0,44.0,0.24,45,37.8,-0.05,0,0.0,0.0,1,100.0,0.39
52-Week High Breakout,ONGC,-0.55,-11.13,88872.0,38.58,-0.01,-0.01,32.1,28,9.56,-4.66,0.84,28.0,-0.09,21.4,-0.28,0.27,5259.0,4347.0,430.0,326.0,129.0,23.0,0.242,26,30.8,-0.19,0,0.0,0.0,2,50.0,1.17
BB Squeeze Breakout,M&M,-1.26,-23.88,76124.0,58.22,-0.01,-0.02,32.2,121,8.13,-3.89,0.9,19.0,-0.02,21.4,-0.17,1.09,20271.0,16574.0,1856.0,1243.0,492.0,89.0,0.246,83,33.7,0.35,19,21.1,-2.37,19,36.8,0.73
MACD Trend,Divi's Lab,-1.07,-20.65,79351.0,48.35,-0.01,-0.02,35.4,113,5.47,-3.14,0.92,11.0,-0.09,21.5,0.35,1.42,28322.0,23931.0,1733.0,1794.0,711.0,128.0,0.237,95,35.8,-0.19,8,50.0,3.68,10,20.0,-2.18
Bollinger Band Bounce,IndusInd Bank,-0.77,-15.24,84765.0,32.73,-0.01,-0.02,42.2,45,5.27,-4.31,0.85,8.0,-0.26,21.4,-0.28,0.49,9481.0,7911.0,690.0,594.0,235.0,42.0,0.24,45,42.2,-0.26,0,0.0,0.0,0,0.0,0.0
RSI Oversold Bounce,ITC,-0.34,-7.09,92912.0,20.14,-0.02,-0.02,45.2,31,6.26,-5.3,0.92,25.0,-0.08,21.4,0.0,0.35,7169.0,6025.0,476.0,452.0,179.0,32.0,0.238,28,46.4,-0.01,1,0.0,-5.3,2,50.0,1.53
BB Squeeze Breakout,ITC,-1.08,-20.81,79189.0,50.57,-0.02,-0.02,31.1,106,7.59,-3.51,0.91,20.0,-0.05,21.4,0.11,1.19,23226.0,19441.0,1626.0,1458.0,577.0,104.0,0.24,73,34.2,0.43,20,10.0,-2.52,13,46.2,1.02
MACD Trend,L&T,-0.78,-15.52,84481.0,46.55,-0.02,-0.02,30.8,107,5.55,-2.57,0.91,13.0,-0.06,21.5,0.34,1.12,22960.0,19188.0,1641.0,1438.0,570.0,103.0,0.24,88,30.7,0.07,10,20.0,-2.77,9,44.4,1.65
Bollinger Band Bounce,Axis Bank,-0.39,-7.99,92006.0,30.13,-0.02,-0.01,44.0,50,5.36,-4.31,0.93,9.0,-0.05,21.4,0.15,0.54,11223.0,9411.0,767.0,706.0,280.0,50.0,0.239,49,44.9,0.04,1,0.0,-4.31,0,0.0,0.0
Triple MA Momentum,Maruti,-0.14,-3.05,96953.0,15.54,-0.02,-0.01,23.1,13,11.01,-3.33,0.9,20.0,-0.02,21.5,-0.01,0.14,2883.0,2415.0,199.0,181.0,72.0,13.0,0.239,12,25.0,0.31,0,0.0,0.0,1,0.0,-4.05
