strategy,entry_date,exit_date,entry_price,exit_price,shares,gross_pnl,costs,net_pnl,pnl_pct,reason,regime,duration,rsi_entry_d,rsi_exit_d,rsi_weekly,rsi_monthly,instrument
GFS Basic,2013-06-06,2013-07-02,997.4,941.4,59,-3303.93,142.68,-3446.61,-5.86,RSI Target 60,bull,26,43.0,60.0,67.8,85.2,Apollo Hosp.
GFS Basic,2013-07-04,2013-07-23,942.2,943.3,59,65.05,138.93,-73.89,-0.13,RSI Target 60,bull,19,39.9,66.7,60.1,85.2,Apollo Hosp.
GFS Basic,2014-06-30,2014-07-03,943.61,984.78,59,2429.1,141.57,2287.54,4.11,RSI Target 60,bull,3,42.1,61.1,67.9,60.0,Apollo Hosp.
GFS Basic,2014-09-30,2014-10-30,1066.78,1071.72,54,266.82,143.62,123.2,0.21,RSI Target 60,bull,30,39.4,65.7,48.5,62.8,Apollo Hosp.
GFS Basic,2015-02-16,2015-02-24,1252.72,1300.39,46,2192.93,145.66,2047.27,3.55,RSI Target 60,bull,8,44.5,61.0,71.9,81.2,Apollo Hosp.
GFS Basic,2015-03-24,2015-04-27,1375.01,1131.61,43,-10466.23,135.88,-10602.11,-17.93,RSI Stop <30,bull,34,41.7,23.6,58.4,80.6,Apollo Hosp.
GFS Basic,2015-08-13,2015-08-26,1372.21,1209.96,36,-5841.07,119.06,-5960.13,-12.07,RSI Stop <30,bull,13,44.1,26.7,54.7,70.3,Apollo Hosp.
GFS Basic,2015-10-20,2015-10-27,1399.8,1331.59,31,-2114.3,109.57,-2223.88,-5.12,RSI Stop <30,bull,7,40.8,21.5,55.2,69.1,Apollo Hosp.
GFS Basic,2016-02-19,2016-03-01,1404.05,1445.36,29,1198.12,107.06,1091.06,2.68,RSI Target 60,bull,11,40.3,62.2,61.3,64.9,Apollo Hosp.
GFS Basic,2019-08-13,2019-08-16,1343.93,1440.12,32,3078.14,114.09,2964.05,6.89,RSI Target 60,bull,3,43.5,64.3,70.1,66.0,Apollo Hosp.
GFS Basic,2020-03-09,2020-03-11,1686.02,1604.8,27,-2193.03,114.22,-2307.26,-5.07,RSI Stop <30,bull,2,40.1,27.0,67.7,70.8,Apollo Hosp.
GFS Basic,2020-08-26,2020-08-28,1692.43,1637.01,25,-1385.58,107.92,-1493.5,-3.53,RSI Stop <30,bull,2,43.1,22.7,80.5,60.9,Apollo Hosp.
GFS Basic,2020-10-23,2020-10-28,2143.8,2051.44,19,-1754.98,104.03,-1859.01,-4.56,RSI Stop <30,bull,5,43.7,29.8,73.2,66.4,Apollo Hosp.
GFS Basic,2020-11-03,2020-11-13,2122.08,2235.44,19,2153.85,107.17,2046.69,5.08,RSI Target 60,bull,10,37.7,64.1,70.9,63.3,Apollo Hosp.
GFS Basic,2020-12-28,2021-01-05,2422.4,2475.82,17,908.14,107.79,800.35,1.94,RSI Target 60,bull,8,44.1,68.4,69.1,69.1,Apollo Hosp.
GFS Basic,2021-03-05,2021-03-08,3043.05,2828.19,14,-3008.11,106.89,-3115.0,-7.31,RSI Stop <30,bull,3,38.3,29.0,73.9,76.7,Apollo Hosp.
GFS Basic,2021-03-10,2021-04-09,2890.62,3090.18,13,2594.29,101.53,2492.76,6.63,RSI Target 60,bull,30,35.0,64.0,75.7,71.0,Apollo Hosp.
GFS Basic,2021-05-14,2021-06-03,3234.25,3379.75,13,1891.46,110.73,1780.73,4.24,RSI Target 60,bull,20,44.7,75.5,57.5,88.7,Apollo Hosp.
GFS Basic,2021-09-14,2021-09-16,4739.36,4818.29,9,710.35,110.86,599.49,1.41,RSI Target 60,bull,2,43.7,60.4,79.0,93.9,Apollo Hosp.
GFS Basic,2021-09-21,2021-10-12,4894.06,4295.61,9,-5386.02,107.64,-5493.65,-12.47,RSI Stop <30,bull,21,44.1,29.2,63.7,82.7,Apollo Hosp.
GFS Basic,2021-10-19,2021-10-21,4396.46,4081.93,9,-2830.71,100.33,-2931.04,-7.41,RSI Stop <30,bull,2,40.6,24.5,62.6,82.7,Apollo Hosp.
GFS Basic,2023-07-31,2023-08-14,5322.33,4778.62,6,-3262.27,82.92,-3345.19,-10.48,RSI Stop <30,bull,14,44.1,27.2,58.0,70.7,Apollo Hosp.
GFS Basic,2023-08-25,2023-09-06,4953.9,4998.21,6,265.83,81.66,184.17,0.62,RSI Target 60,bull,12,41.9,62.0,57.2,69.4,Apollo Hosp.
GFS Basic,2023-12-13,2023-12-28,5517.04,5720.56,6,1221.16,90.16,1131.0,3.42,RSI Target 60,bull,15,43.5,65.4,64.8,66.0,Apollo Hosp.
GFS Basic,2024-02-29,2024-03-01,6596.57,6048.66,5,-2739.53,85.79,-2825.32,-8.57,RSI Stop <30,bull,1,38.2,28.8,65.9,70.1,Apollo Hosp.
GFS Basic,2024-03-20,2024-03-22,6094.81,6337.41,5,1212.99,84.31,1128.67,3.7,RSI Target 60,bull,2,40.7,65.5,67.1,70.1,Apollo Hosp.
GFS Basic,2024-04-18,2024-05-02,6315.59,5922.58,5,-1965.07,83.47,-2048.54,-6.49,RSI Stop <30,bull,14,40.4,29.6,53.7,67.8,Apollo Hosp.
GFS Basic,2024-10-03,2024-10-24,7218.5,6922.79,4,-1182.83,78.28,-1261.11,-4.37,RSI Target 60,bull,21,38.9,61.4,67.3,70.9,Apollo Hosp.
GFS Basic,2024-11-01,2024-11-07,7025.23,7391.37,4,1464.55,79.3,1385.25,4.93,RSI Target 60,bull,6,44.0,76.2,61.4,73.5,Apollo Hosp.
GFS Basic,2025-07-21,2025-07-31,7368.96,7474.75,4,423.13,81.28,341.85,1.16,RSI Target 60,bull,10,37.4,69.5,59.0,66.5,Apollo Hosp.
GFS Basic,2025-09-25,2025-09-29,7723.61,7430.41,4,-1172.79,82.78,-1255.57,-4.06,RSI Stop <30,bull,4,35.2,23.9,56.9,65.0,Apollo Hosp.
GFS Advanced,2010-04-12,2010-04-15,343.09,358.03,276,4122.54,230.03,3892.52,4.11,RSI Target 60,bull,3,43.6,69.7,60.9,81.5,Apollo Hosp.
GFS Advanced,2011-09-28,2011-09-29,496.42,484.59,198,-2342.69,231.33,-2574.01,-2.62,Price < 50 EMA,bull,1,44.1,43.3,62.3,71.5,Apollo Hosp.
GFS Advanced,2012-02-03,2012-02-10,575.38,589.44,167,2349.1,231.29,2117.81,2.2,RSI Target 60,bull,7,36.5,69.3,59.3,66.4,Apollo Hosp.
GFS Advanced,2024-11-05,2024-11-07,7065.09,7391.37,13,4241.61,223.83,4017.79,4.37,RSI Target 60,bull,2,38.9,76.2,61.4,73.5,Apollo Hosp.
GFS Basic,2006-08-30,2006-08-31,62.79,59.39,1513,-5132.32,221.11,-5353.43,-5.64,RSI Stop <30,bear,1,38.3,16.2,65.2,60.9,Tata Consumer
GFS Basic,2006-09-08,2006-09-11,61.37,56.22,1465,-7547.77,207.31,-7755.08,-8.63,RSI Stop <30,bear,3,35.9,26.9,62.3,60.9,Tata Consumer
GFS Basic,2006-09-20,2006-09-21,56.83,55.75,1452,-1577.02,197.08,-1774.1,-2.15,RSI Stop <30,bear,1,35.1,25.8,60.3,60.9,Tata Consumer
GFS Basic,2008-05-23,2008-06-04,73.19,59.01,1104,-15647.39,178.67,-15826.06,-19.59,RSI Stop <30,bull,12,42.0,27.9,58.9,63.9,Tata Consumer
GFS Basic,2009-09-17,2009-10-01,75.31,72.35,874,-2580.64,158.92,-2739.56,-4.16,RSI Stop <30,bull,14,36.5,22.5,83.6,62.2,Tata Consumer
GFS Basic,2009-10-23,2009-11-10,70.49,73.88,896,3037.21,158.83,2878.38,4.56,RSI Target 60,bull,18,35.5,61.6,62.1,60.3,Tata Consumer
GFS Basic,2010-06-07,2010-06-14,88.97,89.98,741,746.8,162.61,584.19,0.89,RSI Target 60,bull,7,41.3,61.0,68.1,84.6,Tata Consumer
GFS Basic,2010-07-15,2010-08-06,97.79,92.3,680,-3735.6,159.24,-3894.83,-5.86,RSI Stop <30,bull,22,41.1,25.6,61.9,79.4,Tata Consumer
GFS Basic,2010-09-22,2010-10-06,103.56,106.46,606,1758.47,156.61,1601.86,2.55,RSI Target 60,bull,14,44.3,64.6,59.4,76.5,Tata Consumer
GFS Basic,2010-10-28,2010-10-29,106.73,102.63,602,-2468.2,155.56,-2623.75,-4.08,RSI Stop <30,bull,1,40.0,27.0,55.6,76.5,Tata Consumer
GFS Basic,2010-11-09,2010-11-25,104.59,90.53,591,-8309.79,144.08,-8453.87,-13.68,RSI Stop <30,bull,16,42.3,26.3,55.9,74.2,Tata Consumer
GFS Basic,2012-05-03,2012-05-11,101.43,91.04,530,-5504.22,129.09,-5633.31,-10.48,RSI Stop <30,bull,8,43.3,28.5,33.9,60.7,Tata Consumer
GFS Basic,2012-08-29,2012-09-13,111.01,114.27,436,1421.4,124.37,1297.03,2.68,RSI Target 60,bull,15,43.3,63.5,77.2,63.6,Tata Consumer
GFS Basic,2012-09-20,2012-10-01,112.13,124.3,443,5394.58,131.3,5263.28,10.6,RSI Target 60,bull,11,42.4,65.5,77.5,64.5,Tata Consumer
GFS Basic,2012-10-30,2012-11-12,131.73,144.06,415,5116.35,142.12,4974.23,9.1,RSI Target 60,bull,13,42.9,63.6,76.4,71.6,Tata Consumer
GFS Basic,2012-12-07,2012-12-10,142.62,147.52,416,2035.38,149.29,1886.09,3.18,RSI Target 60,bull,3,44.9,65.4,73.9,78.5,Tata Consumer
GFS Basic,2012-12-20,2012-12-28,143.09,136.93,427,-2630.21,148.39,-2778.6,-4.55,RSI Stop <30,bull,8,44.8,29.5,68.1,78.5,Tata Consumer
GFS Basic,2013-01-02,2013-01-22,138.82,129.59,421,-3884.9,141.18,-4026.09,-6.89,RSI Stop <30,bull,20,37.6,13.7,43.7,74.2,Tata Consumer
GFS Basic,2017-05-18,2017-05-22,140.66,134.3,389,-2475.95,134.36,-2610.31,-4.77,RSI Stop <30,bull,4,40.7,28.4,57.6,76.9,Tata Consumer
GFS Basic,2017-08-01,2017-08-16,159.22,181.38,328,7267.64,138.92,7128.73,13.65,RSI Target 60,bull,15,38.2,67.4,64.0,77.9,Tata Consumer
GFS Basic,2017-09-27,2017-10-13,193.36,196.72,305,1025.48,147.45,878.03,1.49,RSI Target 60,bull,16,43.7,61.6,80.7,80.9,Tata Consumer
GFS Basic,2017-10-23,2017-10-27,194.76,206.31,307,3545.19,151.88,3393.32,5.68,RSI Target 60,bull,4,43.9,63.2,77.5,80.9,Tata Consumer
GFS Basic,2018-01-18,2018-02-01,296.9,269.8,212,-5745.91,149.25,-5895.16,-9.37,RSI Stop <30,bull,14,38.8,29.6,82.6,86.6,Tata Consumer
GFS Basic,2019-11-21,2019-11-28,294.22,304.24,195,1953.09,144.85,1808.24,3.15,RSI Target 60,bull,7,37.5,63.6,62.7,70.3,Tata Consumer
GFS Basic,2019-12-19,2020-01-09,311.95,313.64,189,319.95,146.68,173.27,0.29,RSI Target 60,bull,21,42.5,66.0,62.8,76.3,Tata Consumer
GFS Basic,2020-02-03,2020-02-06,369.47,374.26,160,765.7,147.49,618.21,1.05,RSI Target 60,bull,3,39.5,60.4,79.5,81.8,Tata Consumer
GFS Basic,2020-02-24,2020-02-26,367.85,349.06,163,-3063.08,145.4,-3208.48,-5.35,RSI Stop <30,bull,2,43.3,26.0,74.6,81.8,Tata Consumer
GFS Basic,2020-09-09,2020-09-23,528.14,474.58,107,-5730.72,134.97,-5865.69,-10.38,RSI Stop <30,bull,14,43.9,15.8,81.6,77.3,Tata Consumer
GFS Basic,2020-09-28,2020-10-08,492.81,469.48,104,-2426.29,126.71,-2553.0,-4.98,RSI Stop <30,bull,10,40.9,28.4,71.5,75.1,Tata Consumer
GFS Basic,2020-10-12,2020-11-02,474.57,474.77,103,20.48,123.98,-103.5,-0.21,RSI Target 60,bull,21,36.1,62.7,64.6,72.6,Tata Consumer
GFS Basic,2021-01-18,2021-01-29,590.51,538.28,82,-4282.54,118.5,-4401.04,-9.09,RSI Stop <30,bull,11,43.7,28.7,72.6,75.8,Tata Consumer
GFS Basic,2021-02-04,2021-02-12,575.59,584.15,77,659.09,114.51,544.58,1.23,RSI Target 60,bull,8,39.9,61.9,74.8,71.4,Tata Consumer
GFS Basic,2021-03-08,2021-03-31,619.38,614.34,72,-363.04,114.06,-477.1,-1.07,RSI Target 60,bull,23,43.9,61.0,62.8,72.5,Tata Consumer
GFS Basic,2021-05-05,2021-05-28,660.58,629.78,67,-2063.95,111.55,-2175.5,-4.92,RSI Target 60,bull,23,43.7,65.9,59.1,78.7,Tata Consumer
GFS Basic,2021-07-29,2021-08-13,745.39,780.86,57,2021.89,111.84,1910.04,4.5,RSI Target 60,bull,15,43.2,60.7,90.3,86.2,Tata Consumer
GFS Basic,2021-09-22,2021-09-24,836.82,809.19,53,-1464.08,112.38,-1576.46,-3.55,RSI Stop <30,bull,2,40.0,28.9,72.2,88.1,Tata Consumer
GFS Basic,2022-05-05,2022-05-12,805.4,713.74,53,-4858.02,105.16,-4963.18,-11.63,RSI Stop <30,bear,7,42.0,28.7,55.8,70.9,Tata Consumer
GFS Basic,2023-08-03,2023-09-06,843.32,866.03,45,1021.82,100.73,921.09,2.43,RSI Target 60,bull,34,43.3,66.4,62.2,63.9,Tata Consumer
GFS Basic,2024-02-12,2024-02-20,1133.7,1137.49,34,128.98,101.13,27.85,0.07,RSI Target 60,bull,8,39.9,61.2,82.6,76.7,Tata Consumer
GFS Basic,2024-03-19,2024-03-28,1201.02,1080.14,32,-3867.89,96.73,-3964.62,-10.32,RSI Stop <30,bull,9,43.7,29.6,64.9,86.0,Tata Consumer
GFS Basic,2024-08-13,2024-09-04,1176.22,1185.57,30,280.23,94.04,186.19,0.53,RSI Target 60,bull,22,38.1,60.4,65.2,75.9,Tata Consumer
GFS Advanced,2009-09-23,2009-10-01,75.02,72.35,1266,-3373.98,222.88,-3596.86,-3.79,RSI Stop <30,bull,8,39.6,22.5,83.6,62.2,Tata Consumer
GFS Advanced,2010-07-29,2010-08-06,97.63,92.3,938,-5000.92,213.65,-5214.58,-5.69,RSI Stop <30,bull,8,38.1,25.6,61.9,79.4,Tata Consumer
GFS Advanced,2012-12-07,2012-12-10,142.62,147.52,607,2969.89,210.79,2759.1,3.19,RSI Target 60,bull,3,44.9,65.4,73.9,78.5,Tata Consumer
GFS Advanced,2013-01-02,2013-01-11,138.82,135.4,642,-2198.52,211.1,-2409.62,-2.7,Price < 50 EMA,bull,9,37.6,44.3,55.9,74.2,Tata Consumer
GFS Advanced,2019-12-19,2020-01-09,311.95,313.64,278,470.62,208.53,262.08,0.3,RSI Target 60,bull,21,42.5,66.0,62.8,76.3,Tata Consumer
GFS Basic,2006-04-25,2006-05-18,139.93,116.58,678,-15830.36,209.75,-16040.11,-16.91,RSI Stop <30,bull,23,39.4,28.9,59.7,84.1,Britannia
GFS Basic,2007-08-02,2007-08-03,131.06,126.25,608,-2922.38,189.38,-3111.76,-3.91,RSI Stop <30,bull,1,37.8,27.8,69.8,62.4,Britannia
GFS Basic,2007-08-14,2007-08-21,139.59,122.32,550,-9500.05,176.1,-9676.15,-12.6,RSI Stop <30,bull,7,38.1,28.0,55.4,62.4,Britannia
GFS Basic,2008-01-23,2008-01-31,118.22,113.13,571,-2903.3,162.33,-3065.63,-4.54,RSI Stop <30,bear,8,37.3,21.2,59.0,65.9,Britannia
GFS Basic,2009-06-08,2009-06-16,131.14,128.2,493,-1450.48,157.5,-1607.97,-2.49,RSI Stop <30,bull,8,42.5,26.8,72.9,65.5,Britannia
GFS Basic,2009-06-17,2009-07-20,128.71,134.71,490,2938.36,158.53,2779.83,4.41,RSI Target 60,bull,33,38.0,62.0,67.8,60.9,Britannia
GFS Basic,2009-08-14,2009-08-20,137.43,133.87,478,-1700.48,159.55,-1860.03,-2.83,RSI Stop <30,bull,6,37.1,24.0,63.2,65.7,Britannia
GFS Basic,2010-03-10,2010-03-23,135.4,127.79,473,-3597.22,153.92,-3751.14,-5.86,RSI Stop <30,bear,13,44.5,18.3,44.2,61.7,Britannia
GFS Basic,2010-08-23,2010-08-25,169.21,165.59,357,-1291.42,148.24,-1439.66,-2.38,RSI Stop <30,bull,2,43.4,19.8,73.2,60.2,Britannia
GFS Basic,2010-08-30,2010-09-06,167.89,171.33,352,1211.24,147.91,1063.32,1.8,RSI Target 60,bull,7,44.8,66.0,70.3,65.2,Britannia
GFS Basic,2010-10-04,2010-10-07,182.87,181.51,328,-444.61,148.16,-592.78,-0.99,RSI Target 60,bull,3,36.4,63.3,62.0,62.0,Britannia
GFS Basic,2011-07-27,2011-08-30,201.77,203.99,295,654.21,148.28,505.92,0.85,RSI Target 60,bull,34,43.0,61.0,77.5,69.7,Britannia
GFS Basic,2011-09-16,2011-09-21,197.91,193.31,303,-1393.31,147.15,-1540.46,-2.57,RSI Stop <30,bull,5,44.0,29.4,60.2,67.9,Britannia
GFS Basic,2012-05-10,2012-05-15,228.81,221.28,256,-1927.23,143.5,-2070.73,-3.54,RSI Stop <30,bull,5,38.8,27.3,65.8,80.3,Britannia
GFS Basic,2013-06-19,2013-06-20,290.81,284.31,194,-1261.77,139.4,-1401.17,-2.48,RSI Stop <30,bull,1,39.6,29.9,76.4,65.2,Britannia
GFS Basic,2013-06-21,2013-06-26,287.84,274.62,192,-2538.88,135.51,-2674.39,-4.84,RSI Stop <30,bull,5,35.5,18.2,70.2,65.2,Britannia
GFS Basic,2013-06-28,2013-07-12,282.07,287.49,186,1008.57,132.97,875.6,1.67,RSI Target 60,bull,14,40.7,64.5,77.2,62.6,Britannia
GFS Basic,2013-08-27,2013-09-10,309.77,317.0,172,1242.28,135.02,1107.26,2.08,RSI Target 60,bull,14,39.8,62.6,53.2,70.1,Britannia
GFS Basic,2013-11-13,2013-12-26,407.23,389.57,134,-2366.48,134.15,-2500.63,-4.58,RSI Target 60,bull,43,42.3,60.4,75.0,80.5,Britannia
GFS Basic,2014-07-18,2014-07-23,426.18,453.84,122,3374.77,134.37,3240.4,6.23,RSI Target 60,bull,5,44.7,62.3,69.6,76.3,Britannia
GFS Basic,2014-10-14,2014-10-16,591.18,574.79,93,-1524.79,135.93,-1660.72,-3.02,RSI Stop <30,bull,2,38.7,29.0,77.1,85.4,Britannia
GFS Basic,2014-10-17,2014-10-27,588.25,625.0,91,3344.51,137.75,3206.75,5.99,RSI Target 60,bull,10,35.1,60.5,83.0,85.4,Britannia
GFS Basic,2014-12-24,2015-01-06,791.02,817.11,71,1852.11,142.06,1710.05,3.04,RSI Target 60,bull,13,40.4,67.0,78.0,88.0,Britannia
GFS Basic,2015-02-02,2015-02-12,832.31,854.28,70,1537.43,146.4,1391.03,2.39,RSI Target 60,bull,10,38.0,62.5,75.0,93.1,Britannia
GFS Basic,2015-03-27,2015-04-07,960.53,980.89,62,1262.25,148.98,1113.27,1.87,RSI Target 60,bull,11,44.7,63.4,79.3,96.8,Britannia
GFS Basic,2015-04-21,2015-05-12,1012.68,986.66,60,-1561.31,148.74,-1710.04,-2.81,RSI Target 60,bull,21,41.1,65.0,68.8,96.8,Britannia
GFS Basic,2015-09-23,2015-09-30,1324.46,1345.62,44,931.11,145.8,785.31,1.35,RSI Target 60,bull,7,42.4,68.4,58.1,90.6,Britannia
GFS Basic,2015-10-27,2015-11-09,1420.39,1329.27,42,-3827.05,143.94,-3970.99,-6.66,RSI Stop <30,bull,13,43.2,14.8,49.0,90.8,Britannia
GFS Basic,2016-05-23,2016-06-21,1326.45,1119.83,42,-8677.96,130.14,-8808.11,-15.81,RSI Stop <30,bear,29,37.2,21.4,41.0,60.6,Britannia
GFS Basic,2016-09-22,2016-10-25,1516.2,1448.88,31,-2086.69,117.62,-2204.31,-4.69,RSI Stop <30,bull,33,44.7,20.1,72.2,54.7,Britannia
GFS Basic,2017-06-02,2017-06-15,1589.26,1567.35,28,-613.24,113.59,-726.83,-1.63,RSI Target 60,bull,13,39.4,67.1,70.1,67.2,Britannia
GFS Basic,2017-09-06,2017-09-12,1890.84,1909.0,23,417.76,112.41,305.35,0.7,RSI Target 60,bull,6,43.4,66.3,85.9,76.6,Britannia
GFS Basic,2017-10-09,2017-10-12,1934.28,2009.49,23,1729.73,115.99,1613.74,3.63,RSI Target 60,bull,3,42.4,75.3,86.8,75.9,Britannia
GFS Basic,2017-11-30,2017-12-07,2138.36,2188.79,21,1059.23,116.22,943.0,2.1,RSI Target 60,bull,7,42.9,70.9,77.2,78.2,Britannia
GFS Basic,2017-12-15,2017-12-28,2145.64,2063.26,22,-1812.35,118.35,-1930.71,-4.09,RSI Stop <30,bull,13,41.6,19.8,66.4,78.2,Britannia
GFS Basic,2018-01-03,2018-02-16,2099.05,2114.51,21,324.59,113.63,210.96,0.48,RSI Target 60,bull,44,36.3,62.0,45.5,84.7,Britannia
GFS Basic,2018-08-03,2018-08-17,2910.05,2943.05,15,495.05,112.85,382.2,0.88,RSI Target 60,bull,14,42.6,61.8,81.1,95.4,Britannia
GFS Basic,2018-09-05,2018-09-10,2936.55,2705.16,15,-3470.86,109.62,-3580.48,-8.13,RSI Stop <30,bull,5,40.2,23.1,59.9,95.4,Britannia
GFS Basic,2019-02-11,2019-02-14,2852.73,2596.49,15,-3843.49,106.44,-3949.93,-9.23,RSI Stop <30,sideways,3,45.0,24.8,64.8,68.5,Britannia
GFS Basic,2020-08-28,2020-10-12,3558.25,3442.29,11,-1275.59,100.99,-1376.58,-3.52,RSI Target 60,bull,45,41.8,61.0,63.0,73.3,Britannia
GFS Basic,2021-09-23,2021-09-30,3867.67,3716.92,9,-1356.72,91.28,-1448.01,-4.16,RSI Stop <30,bull,7,42.7,25.6,68.8,56.2,Britannia
GFS Basic,2023-01-02,2023-01-04,4193.11,4054.92,8,-1105.52,88.73,-1194.25,-3.56,RSI Stop <30,bull,2,37.3,27.6,76.0,63.6,Britannia
GFS Basic,2023-01-05,2023-01-23,4098.27,4153.4,8,440.99,88.65,352.34,1.07,RSI Target 60,bull,18,38.5,60.9,77.2,63.6,Britannia
GFS Basic,2023-02-22,2023-02-23,4339.65,4262.21,8,-619.53,91.84,-711.38,-2.05,RSI Stop <30,bull,1,39.1,27.0,71.2,67.2,Britannia
GFS Basic,2023-02-28,2023-03-01,4284.21,4193.56,8,-725.17,90.75,-815.92,-2.38,RSI Stop <30,bull,1,36.4,25.6,65.2,68.3,Britannia
GFS Basic,2023-07-27,2023-07-31,4869.42,4668.8,7,-1404.34,89.63,-1493.97,-4.38,RSI Stop <30,bull,4,35.5,28.9,70.0,72.7,Britannia
GFS Basic,2024-01-16,2024-01-18,5096.62,4884.23,6,-1274.33,81.97,-1356.3,-4.44,RSI Stop <30,bull,2,44.1,27.5,72.2,74.4,Britannia
GFS Basic,2024-01-19,2024-03-05,4950.34,4699.67,6,-1503.97,79.78,-1583.75,-5.33,RSI Stop <30,bull,46,39.0,28.9,61.0,61.8,Britannia
GFS Basic,2024-03-06,2024-04-18,4745.13,4572.44,6,-1036.15,77.53,-1113.68,-3.91,RSI Stop <30,bull,43,42.0,12.1,19.3,60.6,Britannia
GFS Basic,2024-06-26,2024-07-05,5235.05,5402.0,5,834.76,74.37,760.39,2.9,RSI Target 60,bull,9,43.9,63.2,69.6,63.6,Britannia
GFS Basic,2024-08-02,2024-08-22,5693.14,5758.42,5,326.4,78.93,247.47,0.87,RSI Target 60,bull,20,43.6,64.2,75.2,65.7,Britannia
GFS Basic,2024-08-27,2024-09-02,5787.09,5842.62,5,277.65,79.92,197.73,0.68,RSI Target 60,bull,6,40.9,74.3,74.4,63.5,Britannia
GFS Basic,2024-10-10,2024-10-21,6108.05,5700.7,4,-1629.37,67.94,-1697.32,-6.95,RSI Stop <30,bull,11,43.3,26.0,56.7,72.4,Britannia
GFS Basic,2025-07-18,2025-07-25,5787.09,5518.88,4,-1072.85,65.67,-1138.51,-4.92,RSI Stop <30,bull,7,40.8,23.6,57.3,60.6,Britannia
GFS Advanced,2009-08-14,2009-08-18,137.43,135.13,691,-1590.93,224.71,-1815.64,-1.91,Price < 50 EMA,bull,4,37.1,32.6,63.2,65.7,Britannia
GFS Advanced,2011-08-09,2011-08-30,198.75,203.99,469,2459.8,225.01,2234.79,2.4,RSI Target 60,bull,21,43.5,61.0,77.5,69.7,Britannia
GFS Advanced,2013-06-28,2013-07-12,282.07,287.49,338,1832.78,229.09,1603.69,1.68,RSI Target 60,bull,14,40.7,64.5,77.2,62.6,Britannia
GFS Advanced,2013-11-26,2013-12-26,380.42,389.57,254,2323.51,232.46,2091.05,2.16,RSI Target 60,bull,30,37.6,60.4,75.0,80.5,Britannia
GFS Advanced,2015-02-06,2015-02-12,828.62,854.28,119,3053.26,237.61,2815.64,2.86,RSI Target 60,bull,6,38.9,62.5,75.0,93.1,Britannia
GFS Advanced,2017-06-05,2017-06-15,1613.02,1567.35,62,-2831.4,234.63,-3066.03,-3.07,RSI Target 60,bull,10,42.7,67.1,70.1,67.2,Britannia
GFS Advanced,2017-11-30,2017-12-07,2138.36,2188.79,46,2320.21,236.32,2083.89,2.12,RSI Target 60,bull,7,42.9,70.9,77.2,78.2,Britannia
GFS Advanced,2020-09-11,2020-09-21,3477.13,3348.01,28,-3615.33,227.94,-3843.27,-3.95,Price < 50 EMA,bull,10,43.4,38.6,76.4,69.1,Britannia
GFS Advanced,2023-01-05,2023-01-23,4098.27,4153.4,23,1267.84,226.11,1041.73,1.11,RSI Target 60,bull,18,38.5,60.9,77.2,63.6,Britannia
GFS Advanced,2024-01-24,2024-02-06,5059.42,4876.34,19,-3478.61,225.34,-3703.95,-3.85,Price < 50 EMA,bull,13,44.1,39.6,74.5,65.6,Britannia
GFS Advanced,2024-08-02,2024-08-22,5693.14,5758.42,16,1044.47,218.83,825.64,0.91,RSI Target 60,bull,20,43.6,64.2,75.2,65.7,Britannia
GFS Basic,2006-05-12,2006-05-18,305.84,252.91,310,-16406.94,209.02,-16615.96,-17.53,RSI Stop <30,bull,6,37.9,26.9,76.3,76.2,Grasim
GFS Basic,2006-11-17,2006-11-24,357.53,344.89,221,-2793.5,188.02,-2981.52,-3.77,RSI Stop <30,bull,7,41.3,28.3,77.3,74.4,Grasim
GFS Basic,2006-11-28,2006-11-29,348.52,360.05,219,2523.29,187.56,2335.73,3.06,RSI Target 60,bull,1,42.2,65.8,77.3,74.4,Grasim
GFS Basic,2006-12-13,2007-01-03,350.85,365.98,224,3389.16,193.49,3195.68,4.07,RSI Target 60,bull,21,43.9,82.0,69.1,79.9,Grasim
GFS Basic,2007-08-09,2007-09-04,394.02,396.52,207,517.57,197.11,320.46,0.39,RSI Target 60,bull,26,44.3,62.7,66.7,72.2,Grasim
GFS Basic,2007-10-31,2007-11-30,508.98,499.13,160,-1575.57,194.67,-1770.24,-2.17,RSI Target 60,bull,30,44.2,64.0,72.1,74.8,Grasim
GFS Basic,2007-12-06,2007-12-20,506.48,465.12,158,-6533.57,186.39,-6719.96,-8.4,RSI Stop <30,bull,14,39.7,29.1,62.8,74.8,Grasim
GFS Basic,2009-09-02,2009-09-07,369.15,369.17,200,5.17,179.4,-174.23,-0.24,RSI Target 60,bull,5,43.8,62.6,68.0,64.3,Grasim
GFS Basic,2009-10-05,2009-10-09,382.23,326.46,192,-10707.28,167.32,-10874.6,-14.82,RSI Stop <30,bull,4,37.3,29.4,50.8,65.3,Grasim
GFS Basic,2010-02-03,2010-02-05,369.97,350.66,171,-3301.25,152.5,-3453.75,-5.46,RSI Stop <30,bull,2,36.0,27.9,69.7,78.1,Grasim
GFS Basic,2010-03-31,2010-04-30,392.72,371.53,153,-3242.6,145.5,-3388.1,-5.64,RSI Stop <30,bull,30,44.5,20.1,56.7,74.1,Grasim
GFS Basic,2011-10-21,2011-10-25,331.74,345.26,171,2311.67,143.79,2167.88,3.82,RSI Target 60,sideways,4,43.9,64.6,62.1,69.2,Grasim
